Year,Month,State,Genus Species,Serotype or Genotype,Etiology Status,Location of Preparation,Illnesses,Hospitalizations,Deaths,Food Vehicle,Contaminated Ingredient,Specific Location
2002,8,Illinois,,,,Restaurant,4,0.0,0.0,,,other or unknown type
2002,2,Oregon,Salmonella enterica,Newport,Confirmed,Unknown,27,,,,,
2003,3,Minnesota,Bacillus cereus,,Suspected,Restaurant,4,0.0,0.0,"rice, yellow",,other or unknown type
2003,3,Illinois,Norovirus Genogroup I,,Suspected,Restaurant,11,0.0,0.0,,,other or unknown type
2003,2,Florida,,,,Restaurant,8,,,"shrimp fried rice; chicken, other",,other or unknown type
2003,3,Georgia,Clostridium perfringens,,Confirmed,Restaurant,146,0.0,0.0,"ground beef, other",beef,other or unknown type; School/college/university
2003,2,California,Bacillus cereus; Clostridium perfringens,,Suspected; Suspected,Restaurant,2,0.0,0.0,buffet,,other or unknown type
2003,2,California,Bacillus cereus; Clostridium perfringens,,Suspected; Suspected,Restaurant,4,0.0,0.0,"pizza, unspecified",,other or unknown type
2003,1,Florida,,,,Restaurant,2,,,"pizza, meat",,other or unknown type
2003,1,Florida,Norovirus Genogroup I,,Suspected,Caterer,9,,,"sauces, unspecified",,(food prepared off-site from where served)
2003,3,Florida,,,,Restaurant,17,0.0,0.0,multiple foods,,other or unknown type
2003,2,Michigan,Norovirus unknown,,Confirmed,Restaurant,14,0.0,0.0,,,other or unknown type; Grocery store
2002,1,Nevada,Norovirus Genogroup I,,Confirmed,Restaurant,31,0.0,0.0,"roast beef, unspecified",beef,other or unknown type
2002,12,Guam,Salmonella enterica,,Suspected,Private,5,0.0,0.0,"ethnic style, unspecified",,home/residence
2002,10,Pennsylvania,Norovirus Genogroup I,,Suspected,Office/indoor,15,0.0,0.0,,,workplace
2002,12,Pennsylvania,Norovirus Genogroup I,,Suspected,Other,50,1.0,0.0,,,
2002,8,Pennsylvania,Norovirus Genogroup I,,Confirmed,Fair,11,0.0,0.0,,,"festival, other temp or mobile services"
2002,7,Pennsylvania,,,,Restaurant,9,0.0,0.0,"pork, pepperoni",,other or unknown type
2002,8,Pennsylvania,Scombroid toxin,,Suspected,Office/indoor,16,,,"tuna, unspecified",fin fish,workplace
2002,11,Pennsylvania,Clostridium perfringens,,Suspected,Restaurant,17,0.0,0.0,"chicken, unspecified",chicken,other or unknown type
2002,4,Pennsylvania,Salmonella enterica,Enteritidis,Confirmed,Restaurant,3,1.0,0.0,"ground beef, meatballs; lasagna, mixed meat",beef,other or unknown type
2002,6,Pennsylvania,Salmonella enterica,Enteritidis,Confirmed,Restaurant,15,0.0,0.0,"chicken, unspecified; ham, unspecified",chicken; pork,other or unknown type
2002,7,Pennsylvania,Salmonella enterica,Typhimurium,Confirmed,Other,18,0.0,0.0,"pork, roasted",pork,
2002,6,Pennsylvania,Bacillus cereus,,Confirmed,Other,11,0.0,0.0,"chicken, unspecified",chicken,
2002,11,Pennsylvania,Norovirus Genogroup I,,Confirmed,Private,24,0.0,0.0,"gelatin, unspecified; cake, unspecified",,home/residence; Grocery store
2002,6,Pennsylvania,Norovirus Genogroup I,,Suspected,Restaurant,6,0.0,0.0,,,other or unknown type
2002,2,Pennsylvania,Norovirus Genogroup I,,Suspected,Camp,25,0.0,0.0,,,
2002,9,Pennsylvania,Staphylococcus aureus,,Confirmed,Private,19,0.0,0.0,"chicken, fried; ham, unspecified",chicken; pork,home/residence
2002,1,Texas,Norovirus Genogroup I; Shigella unknown,,Confirmed; Confirmed,Caterer,100,1.0,0.0,"deli meat, unspecified",,(food prepared off-site from where served)
2002,6,Pennsylvania,Clostridium perfringens,,Suspected,Caterer,40,0.0,0.0,"turkey, unspecified",turkey,(food prepared off-site from where served)
2002,5,Pennsylvania,Bacillus cereus,,Confirmed,Restaurant,4,0.0,0.0,"chicken, fried",chicken,other or unknown type
2002,2,Michigan,,,,Restaurant,2,,,"sandwich, bacon, lettuce, tomato",,other or unknown type
2003,3,Alabama,,,,Restaurant,3,0.0,0.0,"chicken, unspecified; shrimp dishes unspecified",,other or unknown type
2002,2,Michigan,,,,Restaurant,3,0.0,0.0,,,other or unknown type
2002,3,Michigan,,,,Private,7,0.0,0.0,,,home/residence; Caterer (food prepared off-site from where served); Grocery store
2002,3,Michigan,,,,Restaurant,7,1.0,0.0,,,other or unknown type; Private home/residence
2002,4,Michigan,,,,Restaurant,48,1.0,0.0,green salad,leafy green,other or unknown type
2002,4,Michigan,,,,Restaurant,8,0.0,0.0,potato salad,egg,other or unknown type
2003,1,Florida,Norovirus Genogroup I,,Suspected,Restaurant,3,,,"sandwich, deli",,other or unknown type
2002,6,Michigan,Salmonella enterica,Anatum,Confirmed,Restaurant,36,7.0,0.0,,,other or unknown type
2002,6,Michigan,,,,Restaurant,7,0.0,0.0,,,other or unknown type
2003,1,Florida,,,,Restaurant,6,,,"pizza, cheese",,other or unknown type
2002,7,Michigan,Norovirus Genogroup I,,Confirmed,Restaurant,12,0.0,0.0,,,other or unknown type
2002,8,Michigan,,,,Unknown,24,,,,,
2002,8,Michigan,,,,Restaurant,3,,,"chow mein; stir-fry, beef",,other or unknown type
2002,8,Michigan,Norovirus Genogroup I,,Confirmed,Restaurant,9,0.0,0.0,antipasta salad,,other or unknown type
2002,8,Michigan,,,,Restaurant,2,0.0,0.0,,,other or unknown type
2002,9,Michigan,,,,Restaurant,6,0.0,0.0,"seafood dish, unspecified",,other or unknown type
2002,9,Michigan,Salmonella enterica,Bovismorbificans,Confirmed,Private,7,2.0,0.0,"homemade cheese, unspecified",,home/residence
2002,9,Michigan,Clostridium perfringens,,Confirmed,Restaurant,4,0.0,0.0,,,other or unknown type
2002,9,Michigan,,,,Restaurant,12,0.0,0.0,lettuce-based salads unspecified,,other or unknown type
2002,9,Michigan,Norovirus Genogroup I,,Confirmed,Restaurant,19,0.0,0.0,"salad, unspecified",vine-stalk eg. tomato,other or unknown type
2002,9,Michigan,,,,Restaurant,8,0.0,0.0,,,other or unknown type
2002,9,Michigan,,,,Restaurant,2,0.0,0.0,,,other or unknown type
2002,10,Michigan,,,,Restaurant,2,0.0,0.0,,,other or unknown type
2002,10,Michigan,,,,Restaurant,3,,,,,other or unknown type
2001,10,Georgia,Staphylococcus aureus,,Suspected,School/college/university,20,0.0,0.0,,,
2002,10,Michigan,Clostridium perfringens,,Confirmed,Restaurant,32,0.0,0.0,"steak, unspecified",beef,other or unknown type
2002,10,Michigan,Norovirus Genogroup I,,Confirmed,Restaurant,30,1.0,0.0,,,other or unknown type
2002,11,Michigan,,,,Restaurant,7,0.0,0.0,,,other or unknown type; Private home/residence
2002,10,Michigan,Bacillus cereus,,Suspected,Restaurant,6,0.0,0.0,"beef, unspecified; lobster, unspecified; vegetable-based salads unspecified",,other or unknown type
2003,2,Florida,,,,Restaurant,3,,,"sandwich, ham/cheese",,other or unknown type
2003,2,Florida,,,,Restaurant,2,,,"chicken, nuggets/fingers",,other or unknown type
2003,2,Florida,,,,Restaurant,2,,,"soup, beef-based",,other or unknown type
2003,2,Florida,Salmonella enterica,,Suspected,Restaurant,3,,,multiple foods,,other or unknown type
2002,11,Michigan,,,,Restaurant,17,0.0,0.0,"bearnaise sauce; roast beef, unspecified",sauces/ dressings; beef,other or unknown type
2002,11,Michigan,,,,Restaurant,2,,,,,other or unknown type
2003,3,New York,,,,Restaurant,10,,,,,other or unknown type; Caterer (food prepared off-site from where served)
2002,10,Pennsylvania,,,,Unknown,26,,,,,
2002,12,Michigan,,,,Restaurant,3,0.0,0.0,,,other or unknown type
2002,12,Michigan,,,,Restaurant,2,0.0,0.0,,,other or unknown type
2002,10,Pennsylvania,,,,Restaurant,14,,,"ox, unspecified",,other or unknown type
2003,2,North Carolina,,,,Restaurant,5,0.0,0.0,"gravy, unspecified; chicken, nuggets/fingers; coleslaw",,other or unknown type
2003,3,Maryland,Bacillus cereus,,Suspected,Restaurant,5,0.0,0.0,"egg rolls; lo mein, chicken; fried rice, unspecified",,other or unknown type
2003,1,California,,,,Restaurant,4,,,,,other or unknown type
2003,2,California,Other - Chemical/Toxin,,Suspected,Restaurant,4,,,,,other or unknown type
2002,12,Illinois,Norovirus Genogroup I,,Suspected,Restaurant,6,0.0,0.0,,,other or unknown type
2002,10,Virginia,Clostridium perfringens,,Confirmed,Other,17,0.0,0.0,"pork, bbq",,
2003,2,California,Bacillus cereus; Clostridium perfringens,,Suspected; Suspected,Restaurant,15,,,"rice, unspecified; chicken, unspecified; refried beans, unspecified",,other or unknown type; Private home/residence
2003,3,Maryland,,,,Restaurant,4,0.0,0.0,"sauces, unspecified",,other or unknown type
2003,3,Maryland,Norovirus Genogroup II,unknown,Confirmed,Restaurant,9,0.0,0.0,"quesadilla, cheese",,other or unknown type
2002,12,New York,Norovirus Genogroup I,,Confirmed,Restaurant,48,0.0,0.0,,,other or unknown type
2002,11,New York,Norovirus Genogroup I,,Suspected,Restaurant,57,5.0,,multiple foods,,other or unknown type; Caterer (food prepared off-site from where served)
2003,1,Oregon,Norovirus Genogroup I,,Confirmed,Unknown,5,,,,,
2003,2,Oregon,Clostridium perfringens; Bacillus cereus,,Suspected; Suspected,Restaurant,22,0.0,0.0,,,other or unknown type
2002,5,Delaware,Salmonella enterica,Heidelberg,Confirmed,Restaurant,21,4.0,0.0,"cheese sauce; chicken, buffalo wings",,other or unknown type
2003,1,California,,,,Other,50,,,water,,
2002,7,Maryland,Salmonella enterica,Enteritidis,Confirmed,Restaurant,3,1.0,,"sandwich, submarine",,other or unknown type
2003,1,California,Salmonella enterica,Heidelberg,Confirmed,Hospital,2,,,,,
2002,7,New York,Salmonella enterica,Newport,Suspected,Private,14,,,"macaroni salad; beef, bbq",,home/residence
2003,3,Maryland,,,,Restaurant,6,0.0,0.0,,,other or unknown type
2002,8,Washington,,,,Restaurant,2,,,"chicken, nuggets/fingers; coleslaw; potato, mashed",,other or unknown type
2003,3,Washington,Norovirus Genogroup I,,Suspected,Restaurant,3,0.0,0.0,"sandwich, unspecified; green salad",,other or unknown type
2003,2,Florida,,,,Restaurant,3,,,"chicken, teriyaki",,other or unknown type
2003,2,Florida,,,,Grocery,2,,,"cake, unspecified",,store
2003,2,Florida,,,,Restaurant,2,,,"beef, chili; lettuce-based salads unspecified",,other or unknown type
2003,3,Florida,Vibrio parahaemolyticus,,Suspected,Restaurant,8,,,"oysters, unspecified",,other or unknown type
2003,3,Florida,Clostridium perfringens; Bacillus cereus,,Suspected; Suspected,Restaurant,38,0.0,0.0,"veggie-based pasta; steak, prime rib; beets, unspecified",,other or unknown type
2002,11,Wisconsin,Norovirus Genogroup I,,Confirmed,Other,24,,0.0,,,
2003,2,Mississippi,,,,Restaurant,42,0.0,0.0,,,other or unknown type
2003,3,Mississippi,,,,Restaurant,8,0.0,0.0,,,other or unknown type
2003,3,Florida,,,,Restaurant,2,1.0,,"milkshake; ground beef, hamburger",,other or unknown type
2003,3,Florida,,,,Restaurant,2,,,"pizza, meat and vegetable",,other or unknown type
2003,3,Florida,Staphylococcus aureus,,Suspected,Restaurant,3,1.0,,"chicken, nuggets/fingers",,other or unknown type
2003,3,Florida,,,,Restaurant,3,,,"chicken, buffalo wings",,other or unknown type
2003,3,New York,Norovirus Genogroup I,,Suspected,Caterer,50,,,,,(food prepared off-site from where served)
2002,11,New York,,,,Restaurant,7,,,,,other or unknown type
2003,2,Florida,,,,Restaurant,3,,,"fish, grouper, unspecified; squid/calamari, unspecified",,other or unknown type
2003,2,Florida,,,,Restaurant,2,,,"crawfish/crayfish, unspecified; oysters, raw; shrimp, grilled",,other or unknown type
2003,1,Florida,Bacillus cereus,,Suspected,Restaurant,3,,,"fried rice, unspecified",,other or unknown type
2003,1,Florida,,,,Restaurant,7,,7.0,"fried rice, unspecified",,other or unknown type
2003,2,Florida,Bacillus cereus,,Suspected,Restaurant,2,,,"fried rice, unspecified",,other or unknown type
2003,2,Florida,,,,Restaurant,2,,,"fajita, beef",,other or unknown type
2003,2,Florida,,,,Restaurant,2,,,"pork, roasted",,other or unknown type
2003,3,Minnesota,Norovirus Genogroup I,,Confirmed,Restaurant,45,0.0,0.0,lettuce-based salads unspecified,,other or unknown type
2003,4,Minnesota,Norovirus Genogroup I,,Suspected,Restaurant,19,0.0,0.0,,,other or unknown type
2003,3,Minnesota,Other - Bacterium,,Suspected,Caterer,14,0.0,0.0,chutney,,(food prepared off-site from where served)
2003,3,Virginia,Norovirus Genogroup I,,Confirmed,Restaurant,55,1.0,0.0,,,other or unknown type
2003,4,Wisconsin,Norovirus Genogroup I,,Confirmed,Private,11,,0.0,,,home/residence
2001,12,Utah,Norovirus Genogroup I,,Confirmed,Restaurant,28,2.0,,"enchilada, chicken; lettuce, unspecified",,other or unknown type
2001,12,Utah,,,,Restaurant,22,,,green salad,,other or unknown type
2003,3,Hawaii,Staphylococcus aureus,,Confirmed,Restaurant,3,0.0,0.0,"pork, other",pork,other or unknown type
2003,3,Alabama,,,,Restaurant,3,0.0,0.0,"omelette; turkey, unspecified; egg-battered foods, unspecified",,other or unknown type
2003,4,Alabama,,,,Restaurant,2,0.0,0.0,chicken and noodles; caesar salad,,other or unknown type
2003,4,Minnesota,Salmonella enterica; Campylobacter unknown,,Confirmed; Confirmed,Private,15,2.0,0.0,"beef, raw",beef,home/residence
2003,2,Georgia,Norovirus Genogroup I,,Suspected,Restaurant,6,,,,,other or unknown type
2003,2,Georgia,,,,Restaurant,5,,,,,other or unknown type
2003,4,Florida,,,,Other,2,0.0,0.0,seafood salad,shellfish,
2003,4,Illinois,Norovirus Genogroup I,,Suspected,Restaurant,5,0.0,0.0,,,other or unknown type
2003,4,Illinois,,,,Other,27,,,"chocolate milk, pasteurized",,
2003,3,Georgia,,,,Restaurant,3,0.0,0.0,,,other or unknown type
2002,11,Pennsylvania,,,,Restaurant,8,0.0,0.0,,,other or unknown type
2002,12,Pennsylvania,,,,Other,11,1.0,0.0,"cake, unspecified",,
2002,6,Pennsylvania,,,,Restaurant,16,0.0,0.0,,,other or unknown type
2002,10,Pennsylvania,Norovirus Genogroup I,,Suspected,Restaurant,26,,,,,other or unknown type
2002,12,Pennsylvania,Norovirus Genogroup I,,Suspected,Restaurant,13,0.0,0.0,"soup, vegetable beef",,other or unknown type
2002,1,Michigan,,,,Restaurant,2,,,,,other or unknown type
2002,1,Michigan,,,,Restaurant,2,,,,,other or unknown type
2002,11,Michigan,Norovirus Genogroup I,,Confirmed,Other,16,,,,,
2002,2,Michigan,Norovirus Genogroup I,,Confirmed,Restaurant,5,0.0,0.0,ice,,other or unknown type
2002,6,Michigan,,,,Restaurant,4,,,,,other or unknown type
2003,1,Florida,Bacillus cereus,,Confirmed,Prison/jail,42,0.0,0.0,"potato, fried",,
2003,3,Florida,Norovirus Genogroup I,,Suspected,Restaurant,26,0.0,0.0,"eggs, other; ice cream, unspecified",,other or unknown type
2002,6,Michigan,Hepatitis A,,Confirmed,Restaurant,7,2.0,0.0,,,other or unknown type
2002,7,Michigan,,,,Restaurant,3,0.0,0.0,,,other or unknown type
2002,8,Michigan,,,,Restaurant,3,0.0,0.0,,,other or unknown type
2003,1,Colorado,Norovirus Genogroup I,,Suspected,Restaurant,13,0.0,0.0,,,other or unknown type; Private home/residence; Grocery store
2003,3,Florida,,,,Restaurant,4,0.0,0.0,"ribs, beef",,other or unknown type
2003,3,Florida,Staphylococcus aureus,,Suspected,Restaurant,3,3.0,0.0,"chicken, cacciatore",,other or unknown type
2003,3,Alabama,,,,Restaurant,3,0.0,0.0,"sandwich, corned beef",,other or unknown type
2003,2,Colorado,Norovirus Genogroup I,,Suspected,Long-term,73,0.0,0.0,ice,,care/nursing home/assisted living facility
2003,2,Florida,Norovirus Genogroup I,,Suspected,Restaurant,2,,,"oysters, raw; house salad",,other or unknown type
2003,3,Florida,Other - Chemical/Toxin,,Suspected,Restaurant,2,,,"soup, wonton",,other or unknown type
2003,3,Florida,Salmonella enterica,,Suspected,Restaurant,29,,,ranch dressing,,other or unknown type
2003,4,Tennessee,Staphylococcus aureus,,Suspected,Office/indoor,9,0.0,0.0,,,workplace
2002,8,Massachusetts,Salmonella enterica; Salmonella enterica,Hadar; Adelaide,Confirmed; Confirmed,Restaurant,27,,,,,other or unknown type
2002,1,Massachusetts,Norovirus Genogroup I,,Suspected,Restaurant,40,0.0,0.0,"sandwich, chicken",,other or unknown type
2003,1,Illinois,,,,School/college/university,18,0.0,0.0,"turkey, unspecified",,
2003,4,New York,,,,Restaurant,9,,,shrimp scampi,,other or unknown type
2003,3,Illinois,Norovirus Genogroup I,,Suspected,Restaurant,22,0.0,0.0,,,other or unknown type; Private home/residence; Grocery store
2003,4,Alabama,,,,Restaurant,2,0.0,0.0,"chicken, nuggets/fingers",,other or unknown type
2003,4,Alabama,,,,Restaurant,3,0.0,0.0,,,other or unknown type
2003,3,Georgia,Staphylococcus aureus,,Suspected,Restaurant,3,0.0,0.0,,,other or unknown type
2003,4,Georgia,,,,Private,2,0.0,0.0,"crab, unspecified",,home/residence
2003,4,Georgia,Norovirus Genogroup I,,Suspected,Restaurant,10,,,,,other or unknown type
2003,4,Georgia,,,,Restaurant,4,0.0,0.0,"chicken, fried",chicken,other or unknown type
2002,9,Hawaii,Scombroid toxin,,Confirmed,Restaurant,2,0.0,0.0,"fish, mahi mahi",fin fish,other or unknown type
2003,3,Hawaii,Scombroid toxin,,Confirmed,Restaurant,2,0.0,0.0,"fish, ono",,other or unknown type
2003,4,New York,,,,Restaurant,14,,,"fajita, chicken",,other or unknown type
2003,3,Florida,Salmonella enterica,Group B,Confirmed,Restaurant,24,3.0,,"sandwich, pork",,other or unknown type
2002,11,Arizona,"Escherichia coli, Other",,Suspected,Restaurant,5,5.0,0.0,"lo mein, unspecified",,other or unknown type
2003,3,Alabama,,,,Restaurant,8,0.0,0.0,"shrimp, unspecified; steak, other",,other or unknown type
2003,2,California,Norovirus Genogroup I,,Suspected,Restaurant,4,,,,,other or unknown type
2003,3,California,Norovirus Genogroup I,,Suspected,Caterer,30,,,,,(food prepared off-site from where served)
2003,3,California,Clostridium perfringens; Bacillus cereus,,Suspected; Suspected,Restaurant,4,,,"beef, unspecified",,other or unknown type
2003,3,California,Salmonella enterica,Enteritidis,Confirmed,Restaurant,7,0.0,0.0,"eggs, other; omelette; eggs benedict",egg,other or unknown type
2003,5,Illinois,Norovirus Genogroup I,,Suspected,Restaurant,4,0.0,0.0,,,other or unknown type
2003,3,California,Salmonella enterica,Hadar,Confirmed,Restaurant,3,2.0,,"burrito, chicken",,other or unknown type
2003,5,Illinois,,,,Restaurant,5,0.0,0.0,,,other or unknown type
2003,2,Maryland,Norovirus Genogroup I,,Suspected,Caterer,55,0.0,0.0,"sauces, unspecified; oysters, raw",sauces/ dressings; shellfish,(food prepared off-site from where served); Other
2003,4,Florida,,,,Restaurant,2,,,"hot dog, beef",,other or unknown type
2003,2,North Carolina,Norovirus Genogroup I,,Confirmed,Restaurant,18,1.0,0.0,,,other or unknown type
2003,4,Hawaii,Scombroid toxin,,Confirmed,Caterer,14,0.0,0.0,"fish, mahi mahi",,(food prepared off-site from where served)
2003,4,Hawaii,Scombroid toxin,,Confirmed,Office/indoor,2,0.0,0.0,"fish, mahi mahi",,workplace
2003,4,Hawaii,Ciguatoxin,,Confirmed,Private,8,0.0,0.0,"fish, roi",,home/residence
2003,4,Colorado,Norovirus Genogroup I,,Confirmed,Restaurant,32,0.0,0.0,,,other or unknown type
2003,3,California,Bacillus cereus; Staphylococcus aureus,,Suspected; Suspected,Restaurant,2,,,"ribs, beef",,other or unknown type
2003,5,Connecticut,Norovirus Genogroup I,,Confirmed,Caterer,10,0.0,0.0,,,(food prepared off-site from where served)
2003,3,Florida,Salmonella enterica,,Suspected,Restaurant,3,,,"chicken, fried",,other or unknown type
2003,5,Minnesota,Norovirus Genogroup I,,Confirmed,Religious,14,0.0,0.0,,,facility
2003,5,Minnesota,,,,Restaurant,5,0.0,0.0,,,other or unknown type
2003,3,California,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Grocery,6,3.0,0.0,"ground beef, hamburger",,store
2003,5,California,,,,Restaurant,2,,,,,other or unknown type
2003,5,New York,,,,Restaurant,9,1.0,,,,other or unknown type
2003,5,New York,,,,Restaurant,12,1.0,,"roast beef, other; pudding, bread; cake, tiramisu",,other or unknown type
2003,5,New York,Other - Chemical/Toxin,,Confirmed,Restaurant,10,,,"soda, unspecified",soft drinks,other or unknown type
2003,5,New York,Clostridium perfringens,,Suspected,Restaurant,32,,,"tortellini, cheese; cream sauce, unspecified",,other or unknown type
2003,4,Nevada,Norovirus Genogroup I,,Confirmed,Other,72,18.0,0.0,,,
2003,5,Illinois,,,,Restaurant,5,0.0,0.0,,,other or unknown type
2003,5,Illinois,Norovirus Genogroup I,,Suspected,Restaurant,2,0.0,0.0,,,other or unknown type
2003,5,Tennessee,Staphylococcus aureus,,Suspected,Restaurant,7,2.0,0.0,"bbq, unspecified; green beans, unspecified; potato salad",pork,other or unknown type
2002,12,Virginia,Norovirus Genogroup I,,Confirmed,Restaurant,20,,0.0,"chicken, nuggets/fingers",,other or unknown type
2003,1,Florida,Other - Virus,,Suspected,Other,50,0.0,0.0,multiple foods,,
2003,2,Florida,Bacillus cereus; Clostridium perfringens,,Suspected; Suspected,Restaurant,25,0.0,0.0,"black beans and rice; beef, other",,other or unknown type; Private home/residence
2003,5,Georgia,Other - Chemical/Toxin,,Suspected,Restaurant,3,0.0,0.0,,,other or unknown type
2003,4,Hawaii,Scombroid toxin,,Confirmed,Private,2,0.0,0.0,"fish, mahi mahi",,home/residence
2003,5,Florida,Staphylococcus aureus,,Suspected,Restaurant,2,,,"chicken, nuggets/fingers",,other or unknown type
2003,5,Minnesota,Scombroid toxin,,Suspected,Restaurant,2,0.0,0.0,"fish, escolar",fin fish,other or unknown type
2003,3,Oregon,Norovirus Genogroup I,,Confirmed,Restaurant,30,0.0,0.0,,,other or unknown type
2003,4,Oregon,Norovirus Genogroup I,,Confirmed,Restaurant,10,0.0,0.0,green salad,,other or unknown type
2003,3,California,Salmonella enterica,Heidelberg,Confirmed,Private,12,5.0,0.0,,,home/residence
2003,5,Maryland,Staphylococcus aureus,,Suspected,Restaurant,5,0.0,0.0,seafood pasta,,other or unknown type
2003,5,Minnesota,,,,Restaurant,6,0.0,0.0,"sandwich, wrap; pasta salad",,other or unknown type
2003,5,Illinois,Norovirus Genogroup I,,Suspected,Restaurant,10,0.0,0.0,"shrimp, fried",,other or unknown type
2003,4,Delaware,Norovirus Genogroup I,,Confirmed,Restaurant,28,0.0,0.0,pasta salad; potato salad,,other or unknown type
2001,10,Alabama,Hepatitis A,,Confirmed,Unknown,5,,,,,
2003,5,Delaware,,,,Restaurant,18,0.0,0.0,"sandwich, deli",,other or unknown type
2002,11,Maryland,Salmonella enterica,Typhi,Confirmed,Restaurant,4,1.0,0.0,,,other or unknown type
2003,5,Georgia,Norovirus Genogroup I,,Confirmed,Restaurant,31,1.0,0.0,,,other or unknown type
2003,3,California,Norovirus Genogroup I,,Confirmed,Other,81,,,multiple foods,,
2003,2,California,Other - Bacterium,,Suspected,Restaurant,7,,,"pizza, unspecified",,other or unknown type
2003,4,California,Norovirus Genogroup I,,Suspected,Restaurant,3,,,"ground beef, hamburger",,other or unknown type
2003,4,California,Norovirus Genogroup I,,Suspected,Other,20,,,"sandwich, roast beef",beef,
2003,4,California,Staphylococcus aureus,,Suspected,Restaurant,2,0.0,0.0,,,other or unknown type
2003,5,Hawaii,Ciguatoxin,,Confirmed,Camp,2,0.0,0.0,"fish, kole",,
2003,4,Wisconsin,Shigella flexneri,serotype 3 unspecified,Confirmed,Restaurant,3,1.0,0.0,,,other or unknown type
2003,5,Hawaii,Scombroid toxin,,Confirmed,Restaurant,2,0.0,0.0,"fish, mahi mahi",,other or unknown type
2003,3,New York,Salmonella enterica,Reading,Confirmed,Restaurant,4,,,"corned beef, unspecified",,other or unknown type
2003,5,New York,Clostridium perfringens,,Confirmed,Restaurant,39,,,,,other or unknown type; Private home/residence
2003,1,Hawaii,,,,Restaurant,2,0.0,0.0,,,other or unknown type
2003,4,Colorado,,,,Restaurant,15,,,,,other or unknown type; Caterer (food prepared off-site from where served)
2003,5,Colorado,Other - Bacterium,,Suspected,Restaurant,12,0.0,0.0,,,other or unknown type
2003,6,Maryland,Clostridium perfringens,,Suspected,Grocery,8,0.0,0.0,"ice cream, commercial; chicken, nuggets/fingers",,store; Other
2003,3,Wisconsin,Campylobacter jejuni,,Suspected,Other,2,0.0,0.0,"other milk, unpasteurized",,
2003,6,Florida,,,,Restaurant,2,,,"ground beef, hamburger",,other or unknown type
2003,4,Nevada,Norovirus Genogroup I,,Confirmed,Restaurant,432,,0.0,,,other or unknown type
2003,5,Wisconsin,Norovirus Genogroup I,,Confirmed,School/college/university,36,0.0,0.0,"rice dishes, unspecified; caesar salad",,Other
2003,5,Alabama,,,,Restaurant,2,0.0,0.0,"steak, salisbury steak",,other or unknown type
2003,3,Florida,Scombroid toxin,,Confirmed,Restaurant,2,1.0,0.0,"tuna, unspecified",,other or unknown type
2003,6,Florida,,,,Restaurant,2,0.0,0.0,chicken salad,,other or unknown type
2003,6,Georgia,,,,Restaurant,4,0.0,0.0,,,other or unknown type
2003,6,Tennessee,Norovirus Genogroup I,,Suspected,Camp,68,0.0,0.0,,,
2003,3,Nevada,Norovirus Genogroup I,,Confirmed,Restaurant,7,0.0,0.0,,,other or unknown type
2003,2,Nevada,Norovirus Genogroup I,,Confirmed,Restaurant,44,0.0,0.0,,,other or unknown type; Other
2003,6,Connecticut,,,,Restaurant,7,0.0,0.0,,,other or unknown type
2003,6,Connecticut,Clostridium perfringens,,Confirmed,Long-term,20,0.0,0.0,,,care/nursing home/assisted living facility
2002,6,Texas,,,,Restaurant,58,1.0,0.0,,,other or unknown type
2003,3,Florida,,,,Restaurant,2,,,chicken pot pie,,other or unknown type
2003,3,Florida,,,,Restaurant,2,,,"lamb, other",,other or unknown type
2003,4,Florida,Clostridium perfringens,,Suspected,Restaurant,17,,,"chicken, bbq",,other or unknown type
2003,4,Florida,Staphylococcus aureus,,Suspected,Restaurant,3,,,"ice cream, commercial",,other or unknown type
2003,4,Florida,,,,Restaurant,2,,,"pork, smoked; pork, bbq",,other or unknown type
2003,5,Hawaii,Ciguatoxin,,Confirmed,Private,2,1.0,0.0,"fish, grouper, unspecified",,home/residence
2003,6,Maryland,Scombroid toxin,,Confirmed,Restaurant,2,0.0,0.0,"tuna, unspecified",fin fish,other or unknown type
2003,6,Maryland,,,,Restaurant,6,0.0,0.0,,,other or unknown type
2003,4,Florida,Staphylococcus aureus,,Suspected,Restaurant,2,,,"soup, clam chowder",,other or unknown type
2003,5,Florida,,,,Restaurant,7,,,"chicken, cacciatore",,other or unknown type
2003,6,Colorado,,,,Restaurant,2,1.0,0.0,,,other or unknown type
2003,6,Mississippi,Bacillus cereus,,Suspected,Restaurant,4,0.0,0.0,coleslaw,,other or unknown type
2003,2,Kansas,,,,Caterer,11,,,shrimp dishes unspecified,,(food prepared off-site from where served)
2003,3,Kansas,,,,Caterer,6,,,sour cream,,(food prepared off-site from where served)
2003,3,Kansas,,,,Restaurant,5,2.0,0.0,,,other or unknown type
2003,5,Florida,Scombroid toxin,,Confirmed,Restaurant,39,,,"fish, marlin, unspecified",fin fish,other or unknown type; Caterer (food prepared off-site from where served)
2003,6,Hawaii,Ciguatoxin,,Confirmed,Private,5,2.0,0.0,"fish, ulua, unspecified",,home/residence
2003,4,Florida,,,,Restaurant,3,0.0,0.0,multiple foods,,other or unknown type
2003,4,Florida,,,,Restaurant,2,0.0,0.0,multiple foods,,other or unknown type
2003,6,Tennessee,Vibrio parahaemolyticus,,Suspected,Restaurant,7,0.0,0.0,"oysters, raw; crab salad",,other or unknown type
